metric,higher_is_better,domain,mask_severity,placement_a,placement_b,n_subjects,mean_a,mean_b,mean_diff,std_diff,t_stat,df,p_raw,p_bonferroni,cohens_d,significant_05_adj,significant_01_adj
ssim,True,imagenet-simple,20,top_right,bottom_left,1926,0.576927,0.525606,0.051321,0.185315,12.1538,1925,8.424596744322878e-33,8.424596744322878e-32,0.2769,True,True
ssim,True,imagenet-simple,20,top_right,bottom_right,1926,0.576927,0.515245,0.061682,0.173053,15.6426,1925,5.168921597218564e-52,5.168921597218564e-51,0.3564,True,True
ssim,True,imagenet-simple,20,center,bottom_left,1926,0.497878,0.525606,-0.027728,0.159615,-7.6238,1925,3.842101952205404e-14,3.8421019522054037e-13,-0.1737,True,True
ssim,True,imagenet-simple,20,center,bottom_right,1926,0.497878,0.515245,-0.017367,0.159633,-4.7745,1925,1.9376915654740965e-06,1.9376915654740966e-05,-0.1088,True,True
ssim,True,imagenet-simple,20,bottom_left,bottom_right,1926,0.525606,0.515245,0.010361,0.151389,3.0036,1925,0.0027020300140295616,0.027020300140295616,0.0684,True,False
ssim,True,imagenet-simple,30,top_left,top_right,1926,0.538913,0.538967,-5.4e-05,0.115163,-0.0207,1925,0.9834877873193553,1.0,-0.0005,False,False
ssim,True,imagenet-simple,30,top_left,center,1926,0.538913,0.503549,0.035364,0.127314,12.1901,1925,5.5728495200878224e-33,5.572849520087823e-32,0.2778,True,True
ssim,True,imagenet-simple,30,top_left,bottom_left,1926,0.538913,0.497885,0.041028,0.143501,12.5474,1925,9.055763031379284e-35,9.055763031379284e-34,0.2859,True,True
ssim,True,imagenet-simple,30,top_left,bottom_right,1926,0.538913,0.492253,0.046659,0.165415,12.3791,1925,6.381423509707226e-34,6.381423509707226e-33,0.2821,True,True
ssim,True,imagenet-simple,30,top_right,center,1926,0.538967,0.503549,0.035418,0.123619,12.5738,1925,6.652856058393918e-35,6.6528560583939175e-34,0.2865,True,True
ssim,True,imagenet-simple,30,top_right,bottom_left,1926,0.538967,0.497885,0.041082,0.153348,11.7572,1925,7.175828721635343e-31,7.175828721635344e-30,0.2679,True,True
ssim,True,imagenet-simple,30,top_right,bottom_right,1926,0.538967,0.492253,0.046714,0.137858,14.871,1925,1.9655817228565899e-47,1.9655817228565898e-46,0.3389,True,True
ssim,True,imagenet-simple,30,center,bottom_left,1926,0.503549,0.497885,0.005664,0.116475,2.1342,1925,0.032953891954020605,0.32953891954020603,0.0486,False,False
ssim,True,imagenet-simple,30,center,bottom_right,1926,0.503549,0.492253,0.011296,0.116512,4.2547,1925,2.1938698795876526e-05,0.00021938698795876527,0.0969,True,True
ssim,True,imagenet-simple,30,bottom_left,bottom_right,1926,0.497885,0.492253,0.005631,0.116202,2.1268,1925,0.033560357632372924,0.3356035763237292,0.0485,False,False
ssim,True,imagenet-simple,40,top_left,top_right,1926,0.510291,0.511994,-0.001704,0.085497,-0.8746,1925,0.38190861328835735,1.0,-0.0199,False,False
ssim,True,imagenet-simple,40,top_left,center,1926,0.510291,0.512648,-0.002358,0.099932,-1.0354,1925,0.30060352477994945,1.0,-0.0236,False,False
ssim,True,imagenet-simple,40,top_left,bottom_left,1926,0.510291,0.482434,0.027857,0.110344,11.0791,1925,1.0676220988786613e-27,1.0676220988786613e-26,0.2525,True,True
ssim,True,imagenet-simple,40,top_left,bottom_right,1926,0.510291,0.476636,0.033654,0.134488,10.9821,1925,2.9459244407322357e-27,2.9459244407322356e-26,0.2502,True,True
ssim,True,imagenet-simple,40,top_right,center,1926,0.511994,0.512648,-0.000654,0.09813,-0.2924,1925,0.7699842930463744,1.0,-0.0067,False,False
ssim,True,imagenet-simple,40,top_right,bottom_left,1926,0.511994,0.482434,0.02956,0.124007,10.4615,1925,5.975333755175644e-25,5.975333755175644e-24,0.2384,True,True
ssim,True,imagenet-simple,40,top_right,bottom_right,1926,0.511994,0.476636,0.035358,0.109234,14.2056,1925,1.249053884918396e-43,1.249053884918396e-42,0.3237,True,True
ssim,True,imagenet-simple,40,center,bottom_left,1926,0.512648,0.482434,0.030214,0.085585,15.4932,1925,4.1159271588154126e-51,4.1159271588154123e-50,0.353,True,True
ssim,True,imagenet-simple,40,center,bottom_right,1926,0.512648,0.476636,0.036012,0.092497,17.0864,1925,4.7190537966523916e-61,4.7190537966523914e-60,0.3893,True,True
ssim,True,imagenet-simple,40,bottom_left,bottom_right,1926,0.482434,0.476636,0.005798,0.088318,2.881,1925,0.004007508315248267,0.04007508315248266,0.0656,True,False
ssim,True,imagenet-complex,5,top_left,top_right,1926,0.443545,0.45218,-0.008635,0.173217,-2.1878,1925,0.028807609913194938,0.28807609913194937,-0.0499,False,False
ssim,True,imagenet-complex,5,top_left,center,1926,0.443545,0.415273,0.028272,0.22641,5.48,1925,4.812259727813738e-08,4.812259727813737e-07,0.1249,True,True
ssim,True,imagenet-complex,5,top_left,bottom_left,1926,0.443545,0.376453,0.067092,0.213709,13.7776,1925,2.946904152809543e-41,2.946904152809543e-40,0.3139,True,True
ssim,True,imagenet-complex,5,top_left,bottom_right,1926,0.443545,0.362374,0.08117,0.226726,15.7118,1925,1.9685214119309037e-52,1.9685214119309037e-51,0.358,True,True
ssim,True,imagenet-complex,5,top_right,center,1926,0.45218,0.415273,0.036906,0.227179,7.1296,1925,1.418403359879166e-12,1.418403359879166e-11,0.1625,True,True
ssim,True,imagenet-complex,5,top_right,bottom_left,1926,0.45218,0.376453,0.075727,0.224927,14.7753,1925,7.068097797428687e-47,7.068097797428686e-46,0.3367,True,True
ssim,True,imagenet-complex,5,top_right,bottom_right,1926,0.45218,0.362374,0.089805,0.22605,17.4352,1925,2.52400971153561e-63,2.52400971153561e-62,0.3973,True,True
ssim,True,imagenet-complex,5,center,bottom_left,1926,0.415273,0.376453,0.03882,0.20404,8.3497,1925,1.290350770465915e-16,1.2903507704659149e-15,0.1903,True,True
ssim,True,imagenet-complex,5,center,bottom_right,1926,0.415273,0.362374,0.052899,0.203751,11.394,1925,3.762248793712747e-29,3.7622487937127474e-28,0.2596,True,True
ssim,True,imagenet-complex,5,bottom_left,bottom_right,1926,0.376453,0.362374,0.014079,0.168047,3.6767,1925,0.0002427173555734843,0.002427173555734843,0.0838,True,True
ssim,True,imagenet-complex,10,top_left,top_right,1926,0.411113,0.417586,-0.006472,0.156477,-1.8153,1925,0.06964044373864436,0.6964044373864436,-0.0414,False,False
ssim,True,imagenet-complex,10,top_left,center,1926,0.411113,0.374527,0.036587,0.200896,7.9925,1925,2.2572490613600427e-15,2.2572490613600427e-14,0.1821,True,True
ssim,True,imagenet-complex,10,top_left,bottom_left,1926,0.411113,0.346823,0.064291,0.196045,14.3919,1925,1.1113260139222888e-44,1.1113260139222887e-43,0.3279,True,True
ssim,True,imagenet-complex,10,top_left,bottom_right,1926,0.411113,0.33708,0.074033,0.204402,15.8953,1925,1.494703317970167e-53,1.494703317970167e-52,0.3622,True,True
ssim,True,imagenet-complex,10,top_right,center,1926,0.417586,0.374527,0.043059,0.202893,9.3138,1925,3.256515318554937e-20,3.2565153185549374e-19,0.2122,True,True
ssim,True,imagenet-complex,10,top_right,bottom_left,1926,0.417586,0.346823,0.070763,0.199203,15.5897,1925,1.0794779722217285e-51,1.0794779722217286e-50,0.3552,True,True
ssim,True,imagenet-complex,10,top_right,bottom_right,1926,0.417586,0.33708,0.080505,0.202578,17.4406,1925,2.3273971595987188e-63,2.327397159598719e-62,0.3974,True,True
ssim,True,imagenet-complex,10,center,bottom_left,1926,0.374527,0.346823,0.027704,0.172495,7.0484,1925,2.512177883938008e-12,2.5121778839380077e-11,0.1606,True,True
ssim,True,imagenet-complex,10,center,bottom_right,1926,0.374527,0.33708,0.037446,0.172707,9.5154,1925,5.201177101048258e-21,5.201177101048258e-20,0.2168,True,True
ssim,True,imagenet-complex,10,bottom_left,bottom_right,1926,0.346823,0.33708,0.009742,0.143169,2.9864,1925,0.0028585556123758822,0.02858555612375882,0.068,True,False
ssim,True,imagenet-complex,20,top_left,top_right,1926,0.365384,0.36831,-0.002926,0.123735,-1.0376,1925,0.299570157765712,1.0,-0.0236,False,False
ssim,True,imagenet-complex,20,top_left,center,1926,0.365384,0.344571,0.020813,0.14406,6.3405,1925,2.8465028490364977e-10,2.8465028490364977e-09,0.1445,True,True
ssim,True,imagenet-complex,20,top_left,bottom_left,1926,0.365384,0.316165,0.049219,0.152335,14.1797,1925,1.7469581991287839e-43,1.746958199128784e-42,0.3231,True,True
ssim,True,imagenet-complex,20,top_left,bottom_right,1926,0.365384,0.309907,0.055477,0.163429,14.8975,1925,1.3779395451948587e-47,1.3779395451948587e-46,0.3395,True,True
ssim,True,imagenet-complex,20,top_right,center,1926,0.36831,0.344571,0.023739,0.146663,7.1034,1925,1.7067175792159153e-12,1.7067175792159152e-11,0.1619,True,True
ssim,True,imagenet-complex,20,top_right,bottom_left,1926,0.36831,0.316165,0.052145,0.158958,14.3966,1925,1.0456855150705802e-44,1.0456855150705801e-43,0.328,True,True
ssim,True,imagenet-complex,20,top_right,bottom_right,1926,0.36831,0.309907,0.058403,0.159003,16.1196,1925,6.209090617723398e-55,6.209090617723398e-54,0.3673,True,True
ssim,True,imagenet-complex,20,center,bottom_left,1926,0.344571,0.316165,0.028406,0.119006,10.4755,1925,5.191669717820683e-25,5.191669717820683e-24,0.2387,True,True
ssim,True,imagenet-complex,20,center,bottom_right,1926,0.344571,0.309907,0.034664,0.121926,12.477,1925,2.054955624640654e-34,2.0549556246406542e-33,0.2843,True,True
ssim,True,imagenet-complex,20,bottom_left,bottom_right,1926,0.316165,0.309907,0.006258,0.106257,2.5846,1925,0.009822560313633221,0.09822560313633222,0.0589,False,False
ssim,True,imagenet-complex,30,top_left,top_right,1926,0.337164,0.337406,-0.000242,0.088228,-0.1201,1925,0.9043888233427743,1.0,-0.0027,False,False
ssim,True,imagenet-complex,30,top_left,center,1926,0.337164,0.333045,0.004119,0.102677,1.7606,1925,0.07847058150560057,0.7847058150560058,0.0401,False,False
ssim,True,imagenet-complex,30,top_left,bottom_left,1926,0.337164,0.298156,0.039008,0.117061,14.6242,1925,5.2507395491946745e-46,5.250739549194674e-45,0.3332,True,True
ssim,True,imagenet-complex,30,top_left,bottom_right,1926,0.337164,0.294148,0.043016,0.132103,14.2905,1925,4.1628734794798485e-44,4.162873479479848e-43,0.3256,True,True
ssim,True,imagenet-complex,30,top_right,center,1926,0.337406,0.333045,0.004361,0.105289,1.8176,1925,0.06928631318603934,0.6928631318603934,0.0414,False,False
ssim,True,imagenet-complex,30,top_right,bottom_left,1926,0.337406,0.298156,0.03925,0.126623,13.6036,1925,2.614102089164022e-40,2.614102089164022e-39,0.31,True,True
ssim,True,imagenet-complex,30,top_right,bottom_right,1926,0.337406,0.294148,0.043258,0.120051,15.8134,1925,4.736211602865016e-53,4.736211602865016e-52,0.3603,True,True
ssim,True,imagenet-complex,30,center,bottom_left,1926,0.333045,0.298156,0.034889,0.087202,17.5587,1925,3.891119728211618e-64,3.8911197282116183e-63,0.4001,True,True
ssim,True,imagenet-complex,30,center,bottom_right,1926,0.333045,0.294148,0.038897,0.090687,18.8236,1925,1.0918602968424551e-72,1.091860296842455e-71,0.4289,True,True
ssim,True,imagenet-complex,30,bottom_left,bottom_right,1926,0.298156,0.294148,0.004008,0.079494,2.2127,1925,0.027036877326051593,0.27036877326051595,0.0504,False,False
ssim,True,imagenet-complex,40,top_left,top_right,1926,0.317019,0.32135,-0.004332,0.067622,-2.8111,1925,0.004986939989394629,0.04986939989394629,-0.0641,True,False
ssim,True,imagenet-complex,40,top_left,center,1926,0.317019,0.32747,-0.010451,0.078971,-5.8079,1925,7.385348084500881e-09,7.38534808450088e-08,-0.1323,True,True
ssim,True,imagenet-complex,40,top_left,bottom_left,1926,0.317019,0.287044,0.029975,0.090274,14.5723,1925,1.042316613347992e-45,1.042316613347992e-44,0.332,True,True
ssim,True,imagenet-complex,40,top_left,bottom_right,1926,0.317019,0.284833,0.032185,0.105462,13.3934,1925,3.5376976423419653e-39,3.5376976423419656e-38,0.3052,True,True
ssim,True,imagenet-complex,40,top_right,center,1926,0.32135,0.32747,-0.006119,0.079979,-3.3578,1925,0.0008008551022329208,0.008008551022329207,-0.0765,True,True
ssim,True,imagenet-complex,40,top_right,bottom_left,1926,0.32135,0.287044,0.034307,0.100974,14.9107,1925,1.154078939181244e-47,1.154078939181244e-46,0.3398,True,True
ssim,True,imagenet-complex,40,top_right,bottom_right,1926,0.32135,0.284833,0.036517,0.092752,17.2783,1925,2.6813389424620316e-62,2.6813389424620316e-61,0.3937,True,True
ssim,True,imagenet-complex,40,center,bottom_left,1926,0.32747,0.287044,0.040426,0.067934,26.1159,1925,5.925658868717346e-129,5.925658868717345e-128,0.5951,True,True
ssim,True,imagenet-complex,40,center,bottom_right,1926,0.32747,0.284833,0.042636,0.071852,26.0419,1925,2.4719192815941873e-128,2.4719192815941873e-127,0.5934,True,True
ssim,True,imagenet-complex,40,bottom_left,bottom_right,1926,0.287044,0.284833,0.00221,0.061577,1.5752,1925,0.11537200558381627,1.0,0.0359,False,False
lpips,False,carpet,5,top_left,top_right,1926,0.018761,0.019516,-0.000755,0.005089,-6.5128,1925,9.388531633290826e-11,9.388531633290826e-10,-0.1484,True,True
lpips,False,carpet,5,top_left,center,1926,0.018761,0.027297,-0.008536,0.010155,-36.888,1925,9.081265491585194e-226,9.081265491585194e-225,-0.8405,True,True
lpips,False,carpet,5,top_left,bottom_left,1926,0.018761,0.020657,-0.001896,0.008434,-9.8647,1925,1.9951494577717245e-22,1.9951494577717245e-21,-0.2248,True,True
lpips,False,carpet,5,top_left,bottom_right,1926,0.018761,0.020965,-0.002204,0.008315,-11.6339,1925,2.7836970285454086e-30,2.783697028545409e-29,-0.2651,True,True
lpips,False,carpet,5,top_right,center,1926,0.019516,0.027297,-0.007781,0.010285,-33.2014,1925,1.671084553062336e-191,1.671084553062336e-190,-0.7565,True,True
lpips,False,carpet,5,top_right,bottom_left,1926,0.019516,0.020657,-0.001141,0.008883,-5.6351,1925,2.0076563562622578e-08,2.007656356262258e-07,-0.1284,True,True
lpips,False,carpet,5,top_right,bottom_right,1926,0.019516,0.020965,-0.001449,0.008904,-7.1422,1925,1.2972830897419505e-12,1.2972830897419506e-11,-0.1627,True,True
lpips,False,carpet,5,center,bottom_left,1926,0.027297,0.020657,0.00664,0.010948,26.6181,1925,3.4821127535777707e-133,3.482112753577771e-132,0.6065,True,True
lpips,False,carpet,5,center,bottom_right,1926,0.027297,0.020965,0.006332,0.011038,25.1746,1925,3.962859693373127e-121,3.962859693373128e-120,0.5736,True,True
lpips,False,carpet,5,bottom_left,bottom_right,1926,0.020657,0.020965,-0.000308,0.005744,-2.3559,1925,0.018579117811643075,0.18579117811643076,-0.0537,False,False
lpips,False,carpet,10,top_left,top_right,1926,0.044341,0.044548,-0.000208,0.007896,-1.1536,1925,0.24882681922820593,1.0,-0.0263,False,False
lpips,False,carpet,10,top_left,center,1926,0.044341,0.05621,-0.011869,0.014673,-35.4999,1925,8.923890967021337e-213,8.923890967021337e-212,-0.8089,True,True
lpips,False,carpet,10,top_left,bottom_left,1926,0.044341,0.046426,-0.002086,0.013594,-6.7327,1925,2.1908948205876435e-11,2.1908948205876435e-10,-0.1534,True,True
lpips,False,carpet,10,top_left,bottom_right,1926,0.044341,0.046514,-0.002173,0.013604,-7.0087,1925,3.3142767544736266e-12,3.3142767544736266e-11,-0.1597,True,True
lpips,False,carpet,10,top_right,center,1926,0.044548,0.05621,-0.011662,0.014697,-34.8227,1925,1.789915299863998e-206,1.789915299863998e-205,-0.7935,True,True
lpips,False,carpet,10,top_right,bottom_left,1926,0.044548,0.046426,-0.001878,0.014505,-5.682,1925,1.534933641006806e-08,1.5349336410068062e-07,-0.1295,True,True
lpips,False,carpet,10,top_right,bottom_right,1926,0.044548,0.046514,-0.001965,0.0148,-5.8269,1925,6.603321119158701e-09,6.603321119158701e-08,-0.1328,True,True
lpips,False,carpet,10,center,bottom_left,1926,0.05621,0.046426,0.009784,0.015548,27.6169,1925,1.0457743327405899e-141,1.0457743327405899e-140,0.6293,True,True
lpips,False,carpet,10,center,bottom_right,1926,0.05621,0.046514,0.009697,0.016484,25.8163,1925,1.9002831606917617e-126,1.9002831606917618e-125,0.5883,True,True
lpips,False,carpet,10,bottom_left,bottom_right,1926,0.046426,0.046514,-8.7e-05,0.008497,-0.4501,1925,0.6526748217056293,1.0,-0.0103,False,False
lpips,False,carpet,20,top_left,top_right,1926,0.109403,0.105178,0.004224,0.015386,12.0492,1925,2.753819327671247e-32,2.753819327671247e-31,0.2746,True,True
lpips,False,carpet,20,top_left,center,1926,0.109403,0.105403,0.004,0.022403,7.836,1925,7.633590304316163e-15,7.633590304316163e-14,0.1786,True,True
lpips,False,carpet,20,top_left,bottom_left,1926,0.109403,0.108108,0.001294,0.022099,2.5704,1925,0.010233000550082758,0.10233000550082758,0.0586,False,False
lpips,False,carpet,20,top_left,bottom_right,1926,0.109403,0.104605,0.004798,0.022805,9.2331,1925,6.716946258637299e-20,6.716946258637299e-19,0.2104,True,True
lpips,False,carpet,20,top_right,center,1926,0.105178,0.105403,-0.000224,0.020273,-0.4856,1925,0.6273146500045337,1.0,-0.0111,False,False
lpips,False,carpet,20,top_right,bottom_left,1926,0.105178,0.108108,-0.00293,0.021166,-6.0755,1925,1.4860482622400435e-09,1.4860482622400435e-08,-0.1384,True,True
lpips,False,carpet,20,top_right,bottom_right,1926,0.105178,0.104605,0.000573,0.021852,1.1517,1925,0.24957126336095303,1.0,0.0262,False,False
lpips,False,carpet,20,center,bottom_left,1926,0.105403,0.108108,-0.002706,0.022587,-5.2574,1925,1.6232507494622426e-07,1.6232507494622426e-06,-0.1198,True,True
lpips,False,carpet,20,center,bottom_right,1926,0.105403,0.104605,0.000798,0.021811,1.6053,1925,0.10859670333370952,1.0,0.0366,False,False
lpips,False,carpet,20,bottom_left,bottom_right,1926,0.108108,0.104605,0.003504,0.013703,11.2212,1925,2.382690903199581e-28,2.382690903199581e-27,0.2557,True,True
lpips,False,carpet,30,top_left,top_right,1926,0.187976,0.187348,0.000628,0.014821,1.8609,1925,0.0629049227413897,0.629049227413897,0.0424,False,False
lpips,False,carpet,30,top_left,center,1926,0.187976,0.152903,0.035073,0.032406,47.4979,1925,0.0,0.0,1.0823,True,True
lpips,False,carpet,30,top_left,bottom_left,1926,0.187976,0.187568,0.000408,0.021673,0.8257,1925,0.4090595264782323,1.0,0.0188,False,False
lpips,False,carpet,30,top_left,bottom_right,1926,0.187976,0.186556,0.00142,0.022749,2.7387,1925,0.006226017500011313,0.06226017500011313,0.0624,False,False
lpips,False,carpet,30,top_right,center,1926,0.187348,0.152903,0.034445,0.031827,47.4966,1925,0.0,0.0,1.0823,True,True
lpips,False,carpet,30,top_right,bottom_left,1926,0.187348,0.187568,-0.000221,0.023706,-0.4085,1925,0.6829417189596647,1.0,-0.0093,False,False
lpips,False,carpet,30,top_right,bottom_right,1926,0.187348,0.186556,0.000791,0.022745,1.5265,1925,0.12705122399140673,1.0,0.0348,False,False
lpips,False,carpet,30,center,bottom_left,1926,0.152903,0.187568,-0.034666,0.034008,-44.7345,1925,2.9827825650875468e-300,2.9827825650875465e-299,-1.0193,True,True
lpips,False,carpet,30,center,bottom_right,1926,0.152903,0.186556,-0.033654,0.031421,-47.0044,1925,7.3e-322,7.31e-321,-1.0711,True,True
lpips,False,carpet,30,bottom_left,bottom_right,1926,0.187568,0.186556,0.001012,0.017096,2.5974,1925,0.0094657429953963,0.094657429953963,0.0592,False,False
lpips,False,carpet,40,top_left,top_right,1926,0.286549,0.277428,0.009121,0.021724,18.4256,1925,5.934276454626159e-70,5.934276454626159e-69,0.4199,True,True
lpips,False,carpet,40,top_left,center,1926,0.286549,0.217629,0.06892,0.057772,52.3547,1925,0.0,0.0,1.193,True,True
lpips,False,carpet,40,top_left,bottom_left,1926,0.286549,0.278393,0.008155,0.026935,13.288,1925,1.2905345447874528e-38,1.2905345447874529e-37,0.3028,True,True
lpips,False,carpet,40,top_left,bottom_right,1926,0.286549,0.275715,0.010834,0.027125,17.5281,1925,6.182812337568081e-64,6.182812337568081e-63,0.3994,True,True
lpips,False,carpet,40,top_right,center,1926,0.277428,0.217629,0.059799,0.047241,55.5522,1925,0.0,0.0,1.2658,True,True
lpips,False,carpet,40,top_right,bottom_left,1926,0.277428,0.278393,-0.000966,0.02722,-1.5567,1925,0.11970796878293855,1.0,-0.0355,False,False
lpips,False,carpet,40,top_right,bottom_right,1926,0.277428,0.275715,0.001713,0.024732,3.0393,1925,0.0024032987760619837,0.024032987760619837,0.0693,True,False
lpips,False,carpet,40,center,bottom_left,1926,0.217629,0.278393,-0.060765,0.053061,-50.2583,1925,0.0,0.0,-1.1452,True,True
lpips,False,carpet,40,center,bottom_right,1926,0.217629,0.275715,-0.058086,0.048448,-52.6172,1925,0.0,0.0,-1.1989,True,True
lpips,False,carpet,40,bottom_left,bottom_right,1926,0.278393,0.275715,0.002678,0.019078,6.1613,1925,8.763904336206076e-10,8.763904336206075e-09,0.1404,True,True
lpips,False,dtd,5,top_left,top_right,1926,0.024218,0.025608,-0.00139,0.007017,-8.6901,1925,7.59980016251903e-18,7.59980016251903e-17,-0.198,True,True
lpips,False,dtd,5,top_left,center,1926,0.024218,0.035399,-0.01118,0.014669,-33.4501,1925,8.67296810565169e-194,8.672968105651689e-193,-0.7622,True,True
lpips,False,dtd,5,top_left,bottom_left,1926,0.024218,0.023876,0.000343,0.008068,1.8647,1925,0.062370003210592904,0.6237000321059291,0.0425,False,False
lpips,False,dtd,5,top_left,bottom_right,1926,0.024218,0.024784,-0.000565,0.007923,-3.1319,1925,0.0017627543291584284,0.017627543291584283,-0.0714,True,False
lpips,False,dtd,5,top_right,center,1926,0.025608,0.035399,-0.009791,0.014714,-29.2031,1925,1.6388302977277689e-155,1.6388302977277688e-154,-0.6654,True,True
lpips,False,dtd,5,top_right,bottom_left,1926,0.025608,0.023876,0.001732,0.008695,8.7438,1925,4.815501603843451e-18,4.815501603843451e-17,0.1992,True,True
lpips,False,dtd,5,top_right,bottom_right,1926,0.025608,0.024784,0.000824,0.008298,4.3582,1925,1.3807671901079498e-05,0.00013807671901079496,0.0993,True,True
lpips,False,dtd,5,center,bottom_left,1926,0.035399,0.023876,0.011523,0.014762,34.2586,1925,3.025943504677603e-201,3.025943504677603e-200,0.7806,True,True
lpips,False,dtd,5,center,bottom_right,1926,0.035399,0.024784,0.010615,0.015245,30.5573,1925,1.576375447202666e-167,1.576375447202666e-166,0.6963,True,True
lpips,False,dtd,5,bottom_left,bottom_right,1926,0.023876,0.024784,-0.000908,0.006447,-6.1824,1925,7.689800997590149e-10,7.689800997590149e-09,-0.1409,True,True
lpips,False,dtd,10,top_left,top_right,1926,0.05727,0.057635,-0.000365,0.011151,-1.4375,1925,0.1507250056176476,1.0,-0.0328,False,False
lpips,False,dtd,10,top_left,center,1926,0.05727,0.070561,-0.013291,0.021435,-27.2125,1925,3.0675558794406685e-138,3.0675558794406683e-137,-0.6201,True,True
lpips,False,dtd,10,top_left,bottom_left,1926,0.05727,0.055773,0.001497,0.012387,5.302,1925,1.2772894244043367e-07,1.2772894244043367e-06,0.1208,True,True
lpips,False,dtd,10,top_left,bottom_right,1926,0.05727,0.056616,0.000653,0.012825,2.2357,1925,0.025488158511170422,0.2548815851117042,0.0509,False,False
lpips,False,dtd,10,top_right,center,1926,0.057635,0.070561,-0.012926,0.021274,-26.6648,1925,1.4019137657788702e-133,1.4019137657788702e-132,-0.6076,True,True
lpips,False,dtd,10,top_right,bottom_left,1926,0.057635,0.055773,0.001862,0.01282,6.3731,1925,2.3114187962340466e-10,2.3114187962340467e-09,0.1452,True,True
lpips,False,dtd,10,top_right,bottom_right,1926,0.057635,0.056616,0.001019,0.011839,3.7758,1925,0.00016432977248355375,0.0016432977248355375,0.086,True,True
lpips,False,dtd,10,center,bottom_left,1926,0.070561,0.055773,0.014788,0.021809,29.7571,1925,2.100892992381554e-160,2.1008929923815542e-159,0.6781,True,True
lpips,False,dtd,10,center,bottom_right,1926,0.070561,0.056616,0.013945,0.022412,27.3055,1925,4.910558314902921e-139,4.910558314902921e-138,0.6222,True,True
lpips,False,dtd,10,bottom_left,bottom_right,1926,0.055773,0.056616,-0.000843,0.009804,-3.7743,1925,0.00016528834255913344,0.0016528834255913343,-0.086,True,True
lpips,False,dtd,20,top_left,top_right,1926,0.132082,0.133035,-0.000953,0.015581,-2.6834,1925,0.007349736565625659,0.07349736565625659,-0.0611,False,False
lpips,False,dtd,20,top_left,center,1926,0.132082,0.14054,-0.008458,0.027203,-13.6457,1925,1.5446209229245883e-40,1.5446209229245884e-39,-0.3109,True,True
lpips,False,dtd,20,top_left,bottom_left,1926,0.132082,0.12856,0.003522,0.016944,9.1215,1925,1.8135355589610582e-19,1.813535558961058e-18,0.2078,True,True
lpips,False,dtd,20,top_left,bottom_right,1926,0.132082,0.13033,0.001752,0.019291,3.9855,1925,6.9842917958013e-05,0.00069842917958013,0.0908,True,True
lpips,False,dtd,20,top_right,center,1926,0.133035,0.14054,-0.007506,0.026254,-12.5466,1925,9.139178990565924e-35,9.139178990565923e-34,-0.2859,True,True
lpips,False,dtd,20,top_right,bottom_left,1926,0.133035,0.12856,0.004474,0.018052,10.8775,1925,8.72334725350808e-27,8.723347253508079e-26,0.2479,True,True
lpips,False,dtd,20,top_right,bottom_right,1926,0.133035,0.13033,0.002705,0.016791,7.069,1925,2.1741239795975134e-12,2.1741239795975132e-11,0.1611,True,True
lpips,False,dtd,20,center,bottom_left,1926,0.14054,0.12856,0.01198,0.027623,19.0336,1925,3.792777580476008e-74,3.7927775804760076e-73,0.4337,True,True
lpips,False,dtd,20,center,bottom_right,1926,0.14054,0.13033,0.01021,0.027086,16.5436,1925,1.388023115888977e-57,1.3880231158889769e-56,0.377,True,True
lpips,False,dtd,20,bottom_left,bottom_right,1926,0.12856,0.13033,-0.00177,0.014597,-5.3206,1925,1.1548889967746999e-07,1.1548889967746998e-06,-0.1212,True,True
lpips,False,dtd,30,top_left,top_right,1926,0.204924,0.207261,-0.002338,0.016551,-6.1982,1925,6.966387839745251e-10,6.966387839745251e-09,-0.1412,True,True
lpips,False,dtd,30,top_left,center,1926,0.204924,0.209907,-0.004983,0.030218,-7.2371,1925,6.593029222927282e-13,6.593029222927282e-12,-0.1649,True,True
lpips,False,dtd,30,top_left,bottom_left,1926,0.204924,0.200902,0.004021,0.018728,9.4232,1925,1.2084542195235392e-20,1.2084542195235393e-19,0.2147,True,True
lpips,False,dtd,30,top_left,bottom_right,1926,0.204924,0.204614,0.000309,0.021364,0.6357,1925,0.5250582321206639,1.0,0.0145,False,False
lpips,False,dtd,30,top_right,center,1926,0.207261,0.209907,-0.002646,0.029492,-3.9367,1925,8.555246798866834e-05,0.0008555246798866834,-0.0897,True,True
lpips,False,dtd,30,top_right,bottom_left,1926,0.207261,0.200902,0.006359,0.021115,13.2165,1925,3.0913938988602225e-38,3.0913938988602225e-37,0.3012,True,True
lpips,False,dtd,30,top_right,bottom_right,1926,0.207261,0.204614,0.002647,0.018519,6.2731,1925,4.3603595932770267e-10,4.360359593277027e-09,0.1429,True,True
lpips,False,dtd,30,center,bottom_left,1926,0.209907,0.200902,0.009004,0.028872,13.6873,1925,9.171824986395246e-41,9.171824986395245e-40,0.3119,True,True
lpips,False,dtd,30,center,bottom_right,1926,0.209907,0.204614,0.005293,0.029392,7.9025,1925,4.559064965247272e-15,4.559064965247272e-14,0.1801,True,True
lpips,False,dtd,30,bottom_left,bottom_right,1926,0.200902,0.204614,-0.003712,0.015836,-10.2869,1925,3.37226534575205e-24,3.37226534575205e-23,-0.2344,True,True
