metric,higher_is_better,domain,mask_severity,placement_a,placement_b,n_subjects,mean_a,mean_b,mean_diff,std_diff,t_stat,df,p_raw,p_bonferroni,cohens_d,significant_05_adj,significant_01_adj
psnr,True,imagenet-complex,5,bottom_left,bottom_right,1926,18.140839,17.913422,0.227417,4.896481,2.0383,1925,0.041657183112787766,0.41657183112787766,0.0464,False,False
psnr,True,imagenet-complex,10,top_left,top_right,1926,17.499929,17.41298,0.086949,4.622669,0.8255,1925,0.40920868947546774,1.0,0.0188,False,False
psnr,True,imagenet-complex,10,top_left,center,1926,17.499929,16.724412,0.775517,4.998781,6.8086,1925,1.312824435749276e-11,1.312824435749276e-10,0.1551,True,True
psnr,True,imagenet-complex,10,top_left,bottom_left,1926,17.499929,16.514336,0.985593,5.362425,8.0661,1925,1.263075799601586e-15,1.263075799601586e-14,0.1838,True,True
psnr,True,imagenet-complex,10,top_left,bottom_right,1926,17.499929,16.533046,0.966882,5.37,7.9018,1925,4.583756043522701e-15,4.5837560435227014e-14,0.1801,True,True
psnr,True,imagenet-complex,10,top_right,center,1926,17.41298,16.724412,0.688568,5.00749,6.0347,1925,1.9056060059592415e-09,1.9056060059592415e-08,0.1375,True,True
psnr,True,imagenet-complex,10,top_right,bottom_left,1926,17.41298,16.514336,0.898644,5.020543,7.8553,1925,6.572171263080495e-15,6.572171263080495e-14,0.179,True,True
psnr,True,imagenet-complex,10,top_right,bottom_right,1926,17.41298,16.533046,0.879933,5.112402,7.5536,1925,6.50373341997551e-14,6.50373341997551e-13,0.1721,True,True
psnr,True,imagenet-complex,10,center,bottom_left,1926,16.724412,16.514336,0.210076,4.615284,1.9976,1925,0.045901504942842335,0.45901504942842336,0.0455,False,False
psnr,True,imagenet-complex,10,center,bottom_right,1926,16.724412,16.533046,0.191365,4.47788,1.8755,1925,0.06087393083806578,0.6087393083806578,0.0427,False,False
psnr,True,imagenet-complex,10,bottom_left,bottom_right,1926,16.514336,16.533046,-0.018711,4.142269,-0.1982,1925,0.842881812736964,1.0,-0.0045,False,False
psnr,True,imagenet-complex,20,top_left,top_right,1926,15.379765,15.319881,0.059884,3.290174,0.7988,1925,0.4245207110445637,1.0,0.0182,False,False
psnr,True,imagenet-complex,20,top_left,center,1926,15.379765,15.549996,-0.170231,3.537175,-2.1121,1925,0.03480846707024025,0.34808467070240245,-0.0481,False,False
psnr,True,imagenet-complex,20,top_left,bottom_left,1926,15.379765,14.984484,0.395282,3.843204,4.5138,1925,6.752926022045662e-06,6.752926022045662e-05,0.1029,True,True
psnr,True,imagenet-complex,20,top_left,bottom_right,1926,15.379765,15.001181,0.378585,3.846602,4.3193,1925,1.6448663222666083e-05,0.00016448663222666082,0.0984,True,True
psnr,True,imagenet-complex,20,top_right,center,1926,15.319881,15.549996,-0.230115,3.445816,-2.9308,1925,0.00342111432150721,0.0342111432150721,-0.0668,True,False
psnr,True,imagenet-complex,20,top_right,bottom_left,1926,15.319881,14.984484,0.335397,3.66785,4.0131,1925,6.223044835971145e-05,0.0006223044835971146,0.0914,True,True
psnr,True,imagenet-complex,20,top_right,bottom_right,1926,15.319881,15.001181,0.3187,3.475828,4.0239,1925,5.944468118996928e-05,0.0005944468118996929,0.0917,True,True
psnr,True,imagenet-complex,20,center,bottom_left,1926,15.549996,14.984484,0.565512,3.287791,7.5486,1925,6.7501253328789e-14,6.750125332878899e-13,0.172,True,True
psnr,True,imagenet-complex,20,center,bottom_right,1926,15.549996,15.001181,0.548816,3.256954,7.3951,1925,2.0979749946491072e-13,2.097974994649107e-12,0.1685,True,True
psnr,True,imagenet-complex,20,bottom_left,bottom_right,1926,14.984484,15.001181,-0.016697,3.114833,-0.2353,1925,0.814039670660267,1.0,-0.0054,False,False
psnr,True,imagenet-complex,30,top_left,top_right,1926,14.396392,14.276208,0.120184,2.296288,2.2969,1925,0.021729515315927178,0.21729515315927178,0.0523,False,False
psnr,True,imagenet-complex,30,top_left,center,1926,14.396392,14.951255,-0.554863,2.711286,-8.9813,1925,6.214601604391702e-19,6.2146016043917024e-18,-0.2046,True,True
psnr,True,imagenet-complex,30,top_left,bottom_left,1926,14.396392,14.210826,0.185565,2.703879,3.0119,1925,0.002630152036450174,0.026301520364501736,0.0686,True,False
psnr,True,imagenet-complex,30,top_left,bottom_right,1926,14.396392,14.243306,0.153086,2.992326,2.2452,1925,0.024868471467784883,0.24868471467784883,0.0512,False,False
psnr,True,imagenet-complex,30,top_right,center,1926,14.276208,14.951255,-0.675047,2.585086,-11.4601,1925,1.8445709128645427e-29,1.8445709128645427e-28,-0.2611,True,True
psnr,True,imagenet-complex,30,top_right,bottom_left,1926,14.276208,14.210826,0.065381,2.814808,1.0194,1925,0.30815311933057815,1.0,0.0232,False,False
psnr,True,imagenet-complex,30,top_right,bottom_right,1926,14.276208,14.243306,0.032902,2.547438,0.5668,1925,0.5709003888735131,1.0,0.0129,False,False
psnr,True,imagenet-complex,30,center,bottom_left,1926,14.951255,14.210826,0.740429,2.49939,13.001,1925,4.196617027037064e-37,4.196617027037064e-36,0.2962,True,True
psnr,True,imagenet-complex,30,center,bottom_right,1926,14.951255,14.243306,0.707949,2.565657,12.1096,1925,1.3903901109590573e-32,1.3903901109590573e-31,0.2759,True,True
psnr,True,imagenet-complex,30,bottom_left,bottom_right,1926,14.210826,14.243306,-0.032479,2.329524,-0.6119,1925,0.5406868925418267,1.0,-0.0139,False,False
psnr,True,imagenet-complex,40,top_left,top_right,1926,13.69197,13.826803,-0.134832,1.787552,-3.3103,1925,0.0009492733463717968,0.009492733463717968,-0.0754,True,True
psnr,True,imagenet-complex,40,top_left,center,1926,13.69197,14.590199,-0.898229,2.158448,-18.2631,1925,7.571643930215829e-69,7.57164393021583e-68,-0.4161,True,True
psnr,True,imagenet-complex,40,top_left,bottom_left,1926,13.69197,13.749494,-0.057523,2.058387,-1.2264,1925,0.22018505116300596,1.0,-0.0279,False,False
psnr,True,imagenet-complex,40,top_left,bottom_right,1926,13.69197,13.814205,-0.122235,2.223058,-2.4131,1925,0.015911361420986415,0.15911361420986414,-0.055,False,False
psnr,True,imagenet-complex,40,top_right,center,1926,13.826803,14.590199,-0.763397,2.125536,-15.762,1925,9.750799949989617e-53,9.750799949989617e-52,-0.3592,True,True
psnr,True,imagenet-complex,40,top_right,bottom_left,1926,13.826803,13.749494,0.077309,2.2021,1.5407,1925,0.12355121498029716,1.0,0.0351,False,False
psnr,True,imagenet-complex,40,top_right,bottom_right,1926,13.826803,13.814205,0.012598,1.929147,0.2866,1925,0.7744590978708504,1.0,0.0065,False,False
psnr,True,imagenet-complex,40,center,bottom_left,1926,14.590199,13.749494,0.840706,2.107927,17.5032,1925,9.028626829087117e-64,9.028626829087117e-63,0.3988,True,True
psnr,True,imagenet-complex,40,center,bottom_right,1926,14.590199,13.814205,0.775994,2.115707,16.0965,1925,8.635215237903078e-55,8.635215237903078e-54,0.3668,True,True
psnr,True,imagenet-complex,40,bottom_left,bottom_right,1926,13.749494,13.814205,-0.064711,1.820018,-1.5604,1925,0.11883275106529512,1.0,-0.0356,False,False
ssim,True,carpet,5,top_left,top_right,1926,0.413298,0.419229,-0.005931,0.087859,-2.9626,1925,0.003088379817792811,0.03088379817792811,-0.0675,True,False
ssim,True,carpet,5,top_left,center,1926,0.413298,0.58143,-0.168131,0.172056,-42.8851,1925,1.2647559049890611e-282,1.2647559049890611e-281,-0.9772,True,True
ssim,True,carpet,5,top_left,bottom_left,1926,0.413298,0.392141,0.021157,0.178313,5.2072,1925,2.1219282417348648e-07,2.121928241734865e-06,0.1187,True,True
ssim,True,carpet,5,top_left,bottom_right,1926,0.413298,0.403711,0.009587,0.180787,2.3273,1925,0.020054287539761368,0.20054287539761367,0.053,False,False
ssim,True,carpet,5,top_right,center,1926,0.419229,0.58143,-0.1622,0.170992,-41.6299,1925,1.1450387008932422e-270,1.1450387008932422e-269,-0.9486,True,True
ssim,True,carpet,5,top_right,bottom_left,1926,0.419229,0.392141,0.027088,0.178207,6.6709,1925,3.313189951912708e-11,3.313189951912708e-10,0.152,True,True
ssim,True,carpet,5,top_right,bottom_right,1926,0.419229,0.403711,0.015518,0.174856,3.8948,1925,0.00010164624046241355,0.0010164624046241355,0.0887,True,True
ssim,True,carpet,5,center,bottom_left,1926,0.58143,0.392141,0.189289,0.166614,49.8586,1925,0.0,0.0,1.1361,True,True
ssim,True,carpet,5,center,bottom_right,1926,0.58143,0.403711,0.177718,0.17015,45.8382,1925,9.110659177761e-311,9.1106591777612e-310,1.0445,True,True
ssim,True,carpet,5,bottom_left,bottom_right,1926,0.392141,0.403711,-0.01157,0.103994,-4.8827,1925,1.132896038188026e-06,1.132896038188026e-05,-0.1113,True,True
ssim,True,carpet,10,top_left,top_right,1926,0.392498,0.394438,-0.00194,0.06515,-1.3071,1925,0.19133115901247283,1.0,-0.0298,False,False
ssim,True,carpet,10,top_left,center,1926,0.392498,0.514136,-0.121639,0.153226,-34.8392,1925,1.257940759352461e-206,1.2579407593524612e-205,-0.7939,True,True
ssim,True,carpet,10,top_left,bottom_left,1926,0.392498,0.369268,0.02323,0.167361,6.0915,1925,1.347279190228852e-09,1.347279190228852e-08,0.1388,True,True
ssim,True,carpet,10,top_left,bottom_right,1926,0.392498,0.384967,0.007531,0.166562,1.9842,1925,0.04737184039520358,0.4737184039520358,0.0452,False,False
ssim,True,carpet,10,top_right,center,1926,0.394438,0.514136,-0.119698,0.154327,-34.0388,1925,3.259111927190644e-199,3.259111927190644e-198,-0.7756,True,True
ssim,True,carpet,10,top_right,bottom_left,1926,0.394438,0.369268,0.02517,0.175135,6.3073,1925,3.5120712878616886e-10,3.5120712878616885e-09,0.1437,True,True
ssim,True,carpet,10,top_right,bottom_right,1926,0.394438,0.384967,0.009471,0.16849,2.4669,1925,0.013713554802937098,0.13713554802937097,0.0562,False,False
ssim,True,carpet,10,center,bottom_left,1926,0.514136,0.369268,0.144869,0.145438,43.7142,1925,1.582106864854278e-290,1.5821068648542779e-289,0.9961,True,True
ssim,True,carpet,10,center,bottom_right,1926,0.514136,0.384967,0.129169,0.149627,37.8858,1925,3.678365686523278e-235,3.678365686523278e-234,0.8633,True,True
ssim,True,carpet,10,bottom_left,bottom_right,1926,0.369268,0.384967,-0.015699,0.077862,-8.8487,1925,1.9605534727027227e-18,1.9605534727027228e-17,-0.2016,True,True
ssim,True,carpet,20,top_left,top_right,1926,0.334475,0.353533,-0.019058,0.067072,-12.4701,1925,2.226694796719283e-34,2.2266947967192832e-33,-0.2841,True,True
ssim,True,carpet,20,top_left,center,1926,0.334475,0.450315,-0.115841,0.123223,-41.257,1925,4.047111385224943e-267,4.047111385224943e-266,-0.9401,True,True
ssim,True,carpet,20,top_left,bottom_left,1926,0.334475,0.324508,0.009967,0.139017,3.1464,1925,0.0016779858392861101,0.0167798583928611,0.0717,True,False
ssim,True,carpet,20,top_left,bottom_right,1926,0.334475,0.346531,-0.012057,0.139526,-3.7923,1925,0.0001538806381160806,0.001538806381160806,-0.0864,True,True
ssim,True,carpet,20,top_right,center,1926,0.353533,0.450315,-0.096782,0.129159,-32.8851,1925,1.3241514974432054e-188,1.3241514974432054e-187,-0.7493,True,True
ssim,True,carpet,20,top_right,bottom_left,1926,0.353533,0.324508,0.029025,0.140227,9.0839,1925,2.527814029968759e-19,2.527814029968759e-18,0.207,True,True
ssim,True,carpet,20,top_right,bottom_right,1926,0.353533,0.346531,0.007002,0.132937,2.3114,1925,0.02091418740713598,0.20914187407135978,0.0527,False,False
ssim,True,carpet,20,center,bottom_left,1926,0.450315,0.324508,0.125808,0.110471,49.9789,1925,0.0,0.0,1.1388,True,True
ssim,True,carpet,20,center,bottom_right,1926,0.450315,0.346531,0.103784,0.121438,37.5062,1925,1.3904726308678153e-231,1.3904726308678153e-230,0.8546,True,True
ssim,True,carpet,20,bottom_left,bottom_right,1926,0.324508,0.346531,-0.022024,0.067474,-14.3244,1925,2.6798677530903037e-44,2.6798677530903037e-43,-0.3264,True,True
ssim,True,carpet,30,top_left,top_right,1926,0.291487,0.297309,-0.005822,0.039323,-6.4978,1925,1.0351295390550797e-10,1.0351295390550797e-09,-0.1481,True,True
ssim,True,carpet,30,top_left,center,1926,0.291487,0.418374,-0.126887,0.10588,-52.5935,1925,0.0,0.0,-1.1984,True,True
ssim,True,carpet,30,top_left,bottom_left,1926,0.291487,0.285869,0.005618,0.094572,2.607,1925,0.00920379822309605,0.09203798223096049,0.0594,False,False
ssim,True,carpet,30,top_left,bottom_right,1926,0.291487,0.293653,-0.002166,0.100048,-0.9502,1925,0.3421335577282155,1.0,-0.0217,False,False
ssim,True,carpet,30,top_right,center,1926,0.297309,0.418374,-0.121064,0.107939,-49.2228,1925,0.0,0.0,-1.1216,True,True
ssim,True,carpet,30,top_right,bottom_left,1926,0.297309,0.285869,0.01144,0.096927,5.1798,1925,2.452865473492313e-07,2.4528654734923128e-06,0.118,True,True
ssim,True,carpet,30,top_right,bottom_right,1926,0.297309,0.293653,0.003656,0.097969,1.6378,1925,0.10163630041420083,1.0,0.0373,False,False
ssim,True,carpet,30,center,bottom_left,1926,0.418374,0.285869,0.132505,0.098595,58.9798,1925,0.0,0.0,1.3439,True,True
ssim,True,carpet,30,center,bottom_right,1926,0.418374,0.293653,0.124721,0.101116,54.131,1925,0.0,0.0,1.2334,True,True
ssim,True,carpet,30,bottom_left,bottom_right,1926,0.285869,0.293653,-0.007784,0.038511,-8.8706,1925,1.6241194981111716e-18,1.6241194981111715e-17,-0.2021,True,True
ssim,True,carpet,40,top_left,top_right,1926,0.27415,0.283612,-0.009461,0.030515,-13.6072,1925,2.4975373398522148e-40,2.4975373398522147e-39,-0.3101,True,True
ssim,True,carpet,40,top_left,center,1926,0.27415,0.395381,-0.121231,0.0888,-59.914,1925,0.0,0.0,-1.3652,True,True
ssim,True,carpet,40,top_left,bottom_left,1926,0.27415,0.268586,0.005564,0.074679,3.2698,1925,0.0010952078293819947,0.010952078293819946,0.0745,True,False
ssim,True,carpet,40,top_left,bottom_right,1926,0.27415,0.278724,-0.004573,0.077034,-2.6054,1925,0.009246274203639406,0.09246274203639407,-0.0594,False,False
ssim,True,carpet,40,top_right,center,1926,0.283612,0.395381,-0.111769,0.087394,-56.1269,1925,0.0,0.0,-1.2789,True,True
ssim,True,carpet,40,top_right,bottom_left,1926,0.283612,0.268586,0.015025,0.070462,9.3584,1925,2.1765586180051685e-20,2.1765586180051685e-19,0.2132,True,True
ssim,True,carpet,40,top_right,bottom_right,1926,0.283612,0.278724,0.004888,0.069081,3.1053,1925,0.0019286373165704443,0.019286373165704442,0.0708,True,False
ssim,True,carpet,40,center,bottom_left,1926,0.395381,0.268586,0.126795,0.085217,65.2984,1925,0.0,0.0,1.4879,True,True
ssim,True,carpet,40,center,bottom_right,1926,0.395381,0.278724,0.116657,0.085983,59.5427,1925,0.0,0.0,1.3568,True,True
ssim,True,carpet,40,bottom_left,bottom_right,1926,0.268586,0.278724,-0.010137,0.029348,-15.1594,1925,4.009008076969539e-49,4.009008076969539e-48,-0.3454,True,True
ssim,True,dtd,5,top_left,top_right,1926,0.413915,0.414215,-0.000299,0.115026,-0.1142,1925,0.9090824943733686,1.0,-0.0026,False,False
ssim,True,dtd,5,top_left,center,1926,0.413915,0.478749,-0.064834,0.142795,-19.9258,1925,1.810657666389895e-80,1.810657666389895e-79,-0.454,True,True
ssim,True,dtd,5,top_left,bottom_left,1926,0.413915,0.42642,-0.012505,0.132644,-4.1373,1925,3.665828115981787e-05,0.0003665828115981787,-0.0943,True,True
ssim,True,dtd,5,top_left,bottom_right,1926,0.413915,0.427591,-0.013676,0.12644,-4.7466,1925,2.2206551478160275e-06,2.2206551478160274e-05,-0.1082,True,True
ssim,True,dtd,5,top_right,center,1926,0.414215,0.478749,-0.064534,0.135665,-20.8762,1925,2.0804058885587343e-87,2.0804058885587343e-86,-0.4757,True,True
ssim,True,dtd,5,top_right,bottom_left,1926,0.414215,0.42642,-0.012205,0.137156,-3.9054,1925,9.731648972993538e-05,0.0009731648972993538,-0.089,True,True
ssim,True,dtd,5,top_right,bottom_right,1926,0.414215,0.427591,-0.013376,0.132751,-4.422,1925,1.0322952310868633e-05,0.00010322952310868633,-0.1008,True,True
ssim,True,dtd,5,center,bottom_left,1926,0.478749,0.42642,0.052329,0.13805,16.6354,1925,3.6426721510263924e-58,3.6426721510263924e-57,0.3791,True,True
ssim,True,dtd,5,center,bottom_right,1926,0.478749,0.427591,0.051158,0.139523,16.0916,1925,9.264448644956698e-55,9.264448644956698e-54,0.3667,True,True
ssim,True,dtd,5,bottom_left,bottom_right,1926,0.42642,0.427591,-0.001171,0.106676,-0.4817,1925,0.6300949668722216,1.0,-0.011,False,False
ssim,True,dtd,10,top_left,top_right,1926,0.396644,0.396002,0.000643,0.097216,0.29,1925,0.771809647528956,1.0,0.0066,False,False
ssim,True,dtd,10,top_left,center,1926,0.396644,0.448905,-0.052261,0.121748,-18.8383,1925,8.635990845835857e-73,8.635990845835858e-72,-0.4293,True,True
ssim,True,dtd,10,top_left,bottom_left,1926,0.396644,0.408339,-0.011695,0.111979,-4.5835,1925,4.8656268270604295e-06,4.8656268270604295e-05,-0.1044,True,True
ssim,True,dtd,10,top_left,bottom_right,1926,0.396644,0.41003,-0.013386,0.113408,-5.1799,1925,2.451759012557284e-07,2.451759012557284e-06,-0.118,True,True
ssim,True,dtd,10,top_right,center,1926,0.396002,0.448905,-0.052903,0.11398,-20.3696,1925,1.10402723782433e-83,1.10402723782433e-82,-0.4641,True,True
ssim,True,dtd,10,top_right,bottom_left,1926,0.396002,0.408339,-0.012338,0.118926,-4.5529,1925,5.622296654479158e-06,5.622296654479158e-05,-0.1037,True,True
ssim,True,dtd,10,top_right,bottom_right,1926,0.396002,0.41003,-0.014028,0.114995,-5.3537,1925,9.650005442551008e-08,9.650005442551008e-07,-0.122,True,True
ssim,True,dtd,10,center,bottom_left,1926,0.448905,0.408339,0.040566,0.123783,14.3822,1925,1.2609862646151889e-44,1.2609862646151888e-43,0.3277,True,True
ssim,True,dtd,10,center,bottom_right,1926,0.448905,0.41003,0.038875,0.120863,14.1159,1925,3.9719460035369205e-43,3.9719460035369207e-42,0.3216,True,True
ssim,True,dtd,10,bottom_left,bottom_right,1926,0.408339,0.41003,-0.00169,0.089749,-0.8266,1925,0.4085599602793957,1.0,-0.0188,False,False
ssim,True,dtd,20,top_left,top_right,1926,0.37773,0.377752,-2.2e-05,0.075275,-0.0127,1925,0.9898807704711268,1.0,-0.0003,False,False
ssim,True,dtd,20,top_left,center,1926,0.37773,0.423746,-0.046016,0.089546,-22.5525,1925,3.9451734858932976e-100,3.9451734858932974e-99,-0.5139,True,True
ssim,True,dtd,20,top_left,bottom_left,1926,0.37773,0.388813,-0.011083,0.086981,-5.5917,1925,2.5702957125561618e-08,2.5702957125561617e-07,-0.1274,True,True
ssim,True,dtd,20,top_left,bottom_right,1926,0.37773,0.388803,-0.011073,0.092074,-5.2777,1925,1.4553510212689963e-07,1.4553510212689962e-06,-0.1203,True,True
ssim,True,dtd,20,top_right,center,1926,0.377752,0.423746,-0.045995,0.088353,-22.8461,1925,2.0344681276342545e-102,2.0344681276342546e-101,-0.5206,True,True
ssim,True,dtd,20,top_right,bottom_left,1926,0.377752,0.388813,-0.011061,0.094353,-5.1447,1925,2.95238111561395e-07,2.95238111561395e-06,-0.1172,True,True
ssim,True,dtd,20,top_right,bottom_right,1926,0.377752,0.388803,-0.011051,0.089944,-5.3921,1925,7.820543424198735e-08,7.820543424198735e-07,-0.1229,True,True
ssim,True,dtd,20,center,bottom_left,1926,0.423746,0.388813,0.034934,0.092172,16.6332,1925,3.764023969577166e-58,3.7640239695771664e-57,0.379,True,True
ssim,True,dtd,20,center,bottom_right,1926,0.423746,0.388803,0.034944,0.089532,17.1284,1925,2.524494288810887e-61,2.524494288810887e-60,0.3903,True,True
ssim,True,dtd,20,bottom_left,bottom_right,1926,0.388813,0.388803,1e-05,0.068407,0.0063,1925,0.9949887423554409,1.0,0.0001,False,False
ssim,True,dtd,30,top_left,top_right,1926,0.365884,0.366731,-0.000848,0.058045,-0.6409,1925,0.5216592963008053,1.0,-0.0146,False,False
ssim,True,dtd,30,top_left,center,1926,0.365884,0.410747,-0.044863,0.072591,-27.1227,1925,1.7916340436856885e-137,1.7916340436856885e-136,-0.618,True,True
ssim,True,dtd,30,top_left,bottom_left,1926,0.365884,0.376224,-0.01034,0.065881,-6.8879,1925,7.639790148829293e-12,7.639790148829292e-11,-0.1569,True,True
ssim,True,dtd,30,top_left,bottom_right,1926,0.365884,0.376053,-0.010169,0.07461,-5.9816,1925,2.626980603173877e-09,2.626980603173877e-08,-0.1363,True,True
ssim,True,dtd,30,top_right,center,1926,0.366731,0.410747,-0.044015,0.072206,-26.7519,1925,2.5600817753434176e-134,2.5600817753434177e-133,-0.6096,True,True
ssim,True,dtd,30,top_right,bottom_left,1926,0.366731,0.376224,-0.009492,0.076186,-5.4679,1925,5.146555440432887e-08,5.146555440432887e-07,-0.1246,True,True
ssim,True,dtd,30,top_right,bottom_right,1926,0.366731,0.376053,-0.009322,0.070405,-5.8105,1925,7.270210446758611e-09,7.270210446758611e-08,-0.1324,True,True
ssim,True,dtd,30,center,bottom_left,1926,0.410747,0.376224,0.034523,0.072824,20.8046,1925,7.048484721211977e-87,7.048484721211976e-86,0.4741,True,True
ssim,True,dtd,30,center,bottom_right,1926,0.410747,0.376053,0.034694,0.072481,21.0065,1925,2.2411109223535398e-88,2.24111092235354e-87,0.4787,True,True
ssim,True,dtd,30,bottom_left,bottom_right,1926,0.376224,0.376053,0.000171,0.051837,0.1445,1925,0.8850921964007255,1.0,0.0033,False,False
ssim,True,dtd,40,top_left,top_right,1926,0.355664,0.359086,-0.003422,0.045353,-3.3113,1925,0.0009457460601639853,0.009457460601639853,-0.0755,True,True
ssim,True,dtd,40,top_left,center,1926,0.355664,0.401936,-0.046272,0.065032,-31.2261,1925,1.5568210380268845e-173,1.5568210380268845e-172,-0.7115,True,True
ssim,True,dtd,40,top_left,bottom_left,1926,0.355664,0.364212,-0.008549,0.052004,-7.2144,1925,7.756776843133003e-13,7.756776843133003e-12,-0.1644,True,True
ssim,True,dtd,40,top_left,bottom_right,1926,0.355664,0.36507,-0.009407,0.059663,-6.9192,1925,6.162789018472888e-12,6.162789018472888e-11,-0.1577,True,True
ssim,True,dtd,40,top_right,center,1926,0.359086,0.401936,-0.04285,0.064141,-29.3188,1925,1.569459393456647e-156,1.569459393456647e-155,-0.6681,True,True
ssim,True,dtd,40,top_right,bottom_left,1926,0.359086,0.364212,-0.005127,0.062848,-3.58,1925,0.0003520984805427782,0.003520984805427782,-0.0816,True,True
ssim,True,dtd,40,top_right,bottom_right,1926,0.359086,0.36507,-0.005985,0.054037,-4.8604,1925,1.2665825396610882e-06,1.2665825396610882e-05,-0.1107,True,True
ssim,True,dtd,40,center,bottom_left,1926,0.401936,0.364212,0.037723,0.06767,24.4647,1925,2.534429453168539e-115,2.5344294531685393e-114,0.5575,True,True
ssim,True,dtd,40,center,bottom_right,1926,0.401936,0.36507,0.036866,0.064037,25.265,1925,7.120599314017511e-122,7.120599314017511e-121,0.5757,True,True
ssim,True,dtd,40,bottom_left,bottom_right,1926,0.364212,0.36507,-0.000858,0.040805,-0.9225,1925,0.3564043255190551,1.0,-0.021,False,False
ssim,True,imagenet-simple,5,top_left,top_right,1926,0.652908,0.649726,0.003182,0.163979,0.8517,1925,0.3944925417066636,1.0,0.0194,False,False
ssim,True,imagenet-simple,5,top_left,center,1926,0.652908,0.530257,0.122651,0.239414,22.4827,1925,1.3717957366365053e-99,1.3717957366365053e-98,0.5123,True,True
ssim,True,imagenet-simple,5,top_left,bottom_left,1926,0.652908,0.580967,0.071941,0.220647,14.3089,1925,3.2774457893130604e-44,3.2774457893130602e-43,0.326,True,True
ssim,True,imagenet-simple,5,top_left,bottom_right,1926,0.652908,0.569408,0.0835,0.239339,15.3109,1925,5.063266050993649e-50,5.063266050993649e-49,0.3489,True,True
ssim,True,imagenet-simple,5,top_right,center,1926,0.649726,0.530257,0.119468,0.236348,22.1834,1925,2.799622376804627e-97,2.7996223768046273e-96,0.5055,True,True
ssim,True,imagenet-simple,5,top_right,bottom_left,1926,0.649726,0.580967,0.068758,0.221761,13.6072,1925,2.497002059403608e-40,2.497002059403608e-39,0.3101,True,True
ssim,True,imagenet-simple,5,top_right,bottom_right,1926,0.649726,0.569408,0.080317,0.21426,16.4512,1925,5.303171771220091e-57,5.303171771220092e-56,0.3749,True,True
ssim,True,imagenet-simple,5,center,bottom_left,1926,0.530257,0.580967,-0.05071,0.239699,-9.2844,1925,4.2409027373841155e-20,4.2409027373841157e-19,-0.2116,True,True
ssim,True,imagenet-simple,5,center,bottom_right,1926,0.530257,0.569408,-0.039151,0.241389,-7.1179,1925,1.5403364591493537e-12,1.5403364591493536e-11,-0.1622,True,True
ssim,True,imagenet-simple,5,bottom_left,bottom_right,1926,0.580967,0.569408,0.011559,0.187934,2.6993,1925,0.007010152507190643,0.07010152507190644,0.0615,False,False
ssim,True,imagenet-simple,10,top_left,top_right,1926,0.630966,0.628103,0.002863,0.162627,0.7726,1925,0.4398411301396894,1.0,0.0176,False,False
ssim,True,imagenet-simple,10,top_left,center,1926,0.630966,0.502665,0.128301,0.219376,25.6666,1925,3.3537940010356364e-125,3.353794001035636e-124,0.5848,True,True
ssim,True,imagenet-simple,10,top_left,bottom_left,1926,0.630966,0.562475,0.068491,0.211647,14.202,1925,1.308911643121654e-43,1.308911643121654e-42,0.3236,True,True
ssim,True,imagenet-simple,10,top_left,bottom_right,1926,0.630966,0.547841,0.083125,0.228079,15.9947,1925,3.6685269294663875e-54,3.6685269294663874e-53,0.3645,True,True
ssim,True,imagenet-simple,10,top_right,center,1926,0.628103,0.502665,0.125438,0.21611,25.473,1925,1.3564199122567124e-123,1.3564199122567125e-122,0.5804,True,True
ssim,True,imagenet-simple,10,top_right,bottom_left,1926,0.628103,0.562475,0.065628,0.213756,13.4741,1925,1.3069432671566489e-39,1.3069432671566488e-38,0.307,True,True
ssim,True,imagenet-simple,10,top_right,bottom_right,1926,0.628103,0.547841,0.080262,0.204529,17.2221,1925,6.22582714972264e-62,6.22582714972264e-61,0.3924,True,True
ssim,True,imagenet-simple,10,center,bottom_left,1926,0.502665,0.562475,-0.059809,0.213739,-12.2805,1925,1.9851829288562006e-33,1.9851829288562005e-32,-0.2798,True,True
ssim,True,imagenet-simple,10,center,bottom_right,1926,0.502665,0.547841,-0.045175,0.212546,-9.3278,1925,2.8709293400283424e-20,2.8709293400283423e-19,-0.2125,True,True
ssim,True,imagenet-simple,10,bottom_left,bottom_right,1926,0.562475,0.547841,0.014634,0.177892,3.6103,1925,0.00031370270442804824,0.0031370270442804826,0.0823,True,True
ssim,True,imagenet-simple,20,top_left,top_right,1926,0.578018,0.576927,0.001091,0.148946,0.3214,1925,0.7479335539943923,1.0,0.0073,False,False
ssim,True,imagenet-simple,20,top_left,center,1926,0.578018,0.497878,0.08014,0.171075,20.5585,1925,4.579677474936769e-85,4.579677474936769e-84,0.4684,True,True
ssim,True,imagenet-simple,20,top_left,bottom_left,1926,0.578018,0.525606,0.052412,0.181976,12.6399,1925,3.0659566488899775e-35,3.0659566488899773e-34,0.288,True,True
ssim,True,imagenet-simple,20,top_left,bottom_right,1926,0.578018,0.515245,0.062773,0.198096,13.9068,1925,5.747435745400356e-42,5.747435745400357e-41,0.3169,True,True
ssim,True,imagenet-simple,20,top_right,center,1926,0.576927,0.497878,0.079049,0.167897,20.6624,1925,7.887973654700979e-86,7.887973654700979e-85,0.4708,True,True
